Season,Day,Hour,Count
2016,Mon,17:00,5908
2016,Mon,18:00,4880
2016,Mon,19:00,3792
2016,Mon,20:00,2879
2016,Mon,21:00,1772
2016,Mon,22:00,1346
2016,Mon,23:00,694
2016,Tue,0:00,424
2016,Tue,1:00,208
2016,Tue,2:00,112
2016,Tue,3:00,67
2016,Tue,4:00,67
2016,Tue,5:00,320
2016,Tue,6:00,1079
2016,Tue,7:00,3101
2016,Tue,8:00,3677
2016,Tue,9:00,2733
2016,Tue,10:00,2299
2016,Tue,11:00,3222
2016,Tue,12:00,3761
2016,Tue,13:00,3134
2016,Tue,14:00,3023
2016,Tue,15:00,3521
2016,Tue,16:00,5376
2016,Tue,17:00,5587
2016,Tue,18:00,4492
2016,Tue,19:00,3301
2016,Tue,20:00,2692
2016,Tue,21:00,1797
2016,Tue,22:00,1093
2016,Tue,23:00,574
2016,Wed,0:00,317
2016,Wed,1:00,193
2016,Wed,2:00,104
2016,Wed,3:00,76
2016,Wed,4:00,79
2016,Wed,5:00,410
2016,Wed,6:00,1119
2016,Wed,7:00,3149
2016,Wed,8:00,3857
2016,Wed,9:00,2925
2016,Wed,10:00,2368
2016,Wed,11:00,3203
2016,Wed,12:00,3959
2016,Wed,13:00,3238
2016,Wed,14:00,3034
2016,Wed,15:00,3410
2016,Wed,16:00,5209
2016,Wed,17:00,6087
2016,Wed,18:00,4982
2016,Wed,19:00,3620
2016,Wed,20:00,2627
2016,Wed,21:00,1750
2016,Wed,22:00,1224
2016,Wed,23:00,670
2016,Thu,0:00,364
2016,Thu,1:00,207
2016,Thu,2:00,112
2016,Thu,3:00,78
2016,Thu,4:00,64
2016,Thu,5:00,305
2016,Thu,6:00,930
2016,Thu,7:00,2848
2016,Thu,8:00,3544
2016,Thu,9:00,2820
2016,Thu,10:00,2195
2016,Thu,11:00,3227
2016,Thu,12:00,3953
2016,Thu,13:00,3416
2016,Thu,14:00,3310
2016,Thu,15:00,3701
2016,Thu,16:00,5348
2016,Thu,17:00,5834
2016,Thu,18:00,4570
2016,Thu,19:00,3529
2016,Thu,20:00,2749
2016,Thu,21:00,1803
2016,Thu,22:00,1345
2016,Thu,23:00,821
2016,Fri,0:00,452
2016,Fri,1:00,310
2016,Fri,2:00,214
2016,Fri,3:00,93
2016,Fri,4:00,91
2016,Fri,5:00,330
2016,Fri,6:00,1010
2016,Fri,7:00,2761
2016,Fri,8:00,3530
2016,Fri,9:00,2846
2016,Fri,10:00,2666
2016,Fri,11:00,3796
2016,Fri,12:00,4447
2016,Fri,13:00,4268
2016,Fri,14:00,4043
2016,Fri,15:00,4352
2016,Fri,16:00,5632
2016,Fri,17:00,5484
2016,Fri,18:00,4448
2016,Fri,19:00,3423
2016,Fri,20:00,2714
2016,Fri,21:00,2178
2016,Fri,22:00,1739
2016,Fri,23:00,1230
2016,Sat,0:00,904
2016,Sat,1:00,771
2016,Sat,2:00,590
2016,Sat,3:00,213
2016,Sat,4:00,100
2016,Sat,5:00,172
2016,Sat,6:00,411
2016,Sat,7:00,757
2016,Sat,8:00,1481
2016,Sat,9:00,2878
2016,Sat,10:00,4045
2016,Sat,11:00,4995
2016,Sat,12:00,5831
2016,Sat,13:00,6341
2016,Sat,14:00,6328
2016,Sat,15:00,6214
2016,Sat,16:00,5928
2016,Sat,17:00,5260
2016,Sat,18:00,4599
2016,Sat,19:00,3813
2016,Sat,20:00,3026
2016,Sat,21:00,2480
2016,Sat,22:00,1802
2016,Sat,23:00,1225
2016,Sun,0:00,1114
2016,Sun,1:00,978
2016,Sun,2:00,785
2016,Sun,3:00,190
2016,Sun,4:00,111
2016,Sun,5:00,113
2016,Sun,6:00,293
2016,Sun,7:00,548
2016,Sun,8:00,1176
2016,Sun,9:00,2350
2016,Sun,10:00,3809
2016,Sun,11:00,5256
2016,Sun,12:00,6151
2016,Sun,13:00,6798
2016,Sun,14:00,6676
2016,Sun,15:00,6783
2016,Sun,16:00,6070
2016,Sun,17:00,5405
2016,Sun,18:00,4616
2016,Sun,19:00,3791
2016,Sun,20:00,2997
2016,Sun,21:00,1850
2016,Sun,22:00,1078
2016,Sun,23:00,726
